Nombre;Traduction_soussou
8798;wúlù sólómásàxán k̀ɛḿɛ sólófèré tòngó sólómánáání nŭn sólómásàxán
8799;wúlù sólómásàxán k̀ɛḿɛ sólófèré tòngó sólómánáání nŭn sólómánáání
8800;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán
8801;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán kérén
8802;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán ̀fírín
8803;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán sàxán
8804;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán náání
8805;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán súlí
8806;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán sénní
8807;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán sólófèré
8808;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán sólómásàxán
8809;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán sólómánáání
8810;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán fuú
8811;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán fuú nŭn kérén
8812;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán fuú nŭn ̀fírín
8813;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán fuú nŭn sàxán
8814;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán fuú nŭn náání
8815;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán fuú nŭn súlí
8816;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán fuú nŭn sénní
8817;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán fuú nŭn sólófèré
8818;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán fuú nŭn sólómásàxán
8819;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán fuú nŭn sólómánáání
8820;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ
8821;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn kérén
8822;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
8823;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn sàxán
8824;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn náání
8825;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn súlí
8826;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn sénní
8827;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn sólófèré
8828;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
8829;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
8830;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sàxán
8831;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn kérén
8832;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn ̀fírín
8833;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn sàxán
8834;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn náání
8835;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn súlí
8836;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn sénní
8837;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn sólófèré
8838;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn sólómásàxán
8839;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn sólómánáání
8840;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó náání
8841;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó náání nŭn kérén
8842;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó náání nŭn ̀fírín
8843;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó náání nŭn sàxán
8844;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó náání nŭn náání
8845;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó náání nŭn súlí
8846;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó náání nŭn sénní
8847;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó náání nŭn sólófèré
8848;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó náání nŭn sólómásàxán
8849;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó náání nŭn sólómánáání
8850;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó súlí
8851;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó súlí nŭn kérén
8852;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó súlí nŭn ̀fírín
8853;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó súlí nŭn sàxán
8854;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó súlí nŭn náání
8855;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó súlí nŭn súlí
8856;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó súlí nŭn sénní
8857;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó súlí nŭn sólófèré
8858;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó súlí nŭn sólómásàxán
8859;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó súlí nŭn sólómánáání
8860;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sénní
8861;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sénní nŭn kérén
8862;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sénní nŭn ̀fírín
8863;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sénní nŭn sàxán
8864;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sénní nŭn náání
8865;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sénní nŭn súlí
8866;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sénní nŭn sénní
8867;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sénní nŭn sólófèré
8868;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sénní nŭn sólómásàxán
8869;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sénní nŭn sólómánáání
8870;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólófèré
8871;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn kérén
8872;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn ̀fírín
8873;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn sàxán
8874;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn náání
8875;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn súlí
8876;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn sénní
8877;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn sólófèré
8878;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn sólómásàxán
8879;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn sólómánáání
8880;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómásàxán
8881;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómásàxán nŭn kérén
8882;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómásàxán nŭn ̀fírín
8883;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómásàxán nŭn sàxán
8884;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómásàxán nŭn náání
8885;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómásàxán nŭn súlí
8886;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómásàxán nŭn sénní
8887;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómásàxán nŭn sólófèré
8888;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómásàxán nŭn sólómásàxán
8889;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómásàxán nŭn sólómánáání
8890;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómánáání
8891;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómánáání nŭn kérén
8892;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómánáání nŭn ̀fírín
8893;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómánáání nŭn sàxán
8894;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómánáání nŭn náání
8895;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómánáání nŭn súlí
8896;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómánáání nŭn sénní
8897;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómánáání nŭn sólófèré
8898;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómánáání nŭn sólómásàxán
8899;wúlù sólómásàxán k̀ɛḿɛ sólómásàxán tòngó sólómánáání nŭn sólómánáání
8900;wúlù sólómásàxán k̀ɛḿɛ sólómánáání
8901;wúlù sólómásàxán k̀ɛḿɛ sólómánáání kérén
8902;wúlù sólómásàxán k̀ɛḿɛ sólómánáání ̀fírín
8903;wúlù sólómásàxán k̀ɛḿɛ sólómánáání sàxán
8904;wúlù sólómásàxán k̀ɛḿɛ sólómánáání náání
8905;wúlù sólómásàxán k̀ɛḿɛ sólómánáání súlí
8906;wúlù sólómásàxán k̀ɛḿɛ sólómánáání sénní
8907;wúlù sólómásàxán k̀ɛḿɛ sólómánáání sólófèré
8908;wúlù sólómásàxán k̀ɛḿɛ sólómánáání sólómásàxán
8909;wúlù sólómásàxán k̀ɛḿɛ sólómánáání sólómánáání
8910;wúlù sólómásàxán k̀ɛḿɛ sólómánáání fuú
8911;wúlù sólómásàxán k̀ɛḿɛ sólómánáání fuú nŭn kérén
8912;wúlù sólómásàxán k̀ɛḿɛ sólómánáání fuú nŭn ̀fírín
8913;wúlù sólómásàxán k̀ɛḿɛ sólómánáání fuú nŭn sàxán
8914;wúlù sólómásàxán k̀ɛḿɛ sólómánáání fuú nŭn náání
8915;wúlù sólómásàxán k̀ɛḿɛ sólómánáání fuú nŭn súlí
8916;wúlù sólómásàxán k̀ɛḿɛ sólómánáání fuú nŭn sénní
8917;wúlù sólómásàxán k̀ɛḿɛ sólómánáání fuú nŭn sólófèré
8918;wúlù sólómásàxán k̀ɛḿɛ sólómánáání fuú nŭn sólómásàxán
8919;wúlù sólómásàxán k̀ɛḿɛ sólómánáání fuú nŭn sólómánáání
8920;wúlù sólómásàxán k̀ɛḿɛ sólómánáání m̀ɔx̀ɔǵɛŋ
8921;wúlù sólómásàxán k̀ɛḿɛ sólómánáání m̀ɔx̀ɔǵɛŋ nŭn kérén
8922;wúlù sólómásàxán k̀ɛḿɛ sólómánáání m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
8923;wúlù sólómásàxán k̀ɛḿɛ sólómánáání m̀ɔx̀ɔǵɛŋ nŭn sàxán
8924;wúlù sólómásàxán k̀ɛḿɛ sólómánáání m̀ɔx̀ɔǵɛŋ nŭn náání
8925;wúlù sólómásàxán k̀ɛḿɛ sólómánáání m̀ɔx̀ɔǵɛŋ nŭn súlí
8926;wúlù sólómásàxán k̀ɛḿɛ sólómánáání m̀ɔx̀ɔǵɛŋ nŭn sénní
8927;wúlù sólómásàxán k̀ɛḿɛ sólómánáání m̀ɔx̀ɔǵɛŋ nŭn sólófèré
8928;wúlù sólómásàxán k̀ɛḿɛ sólómánáání m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
8929;wúlù sólómásàxán k̀ɛḿɛ sólómánáání m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
8930;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sàxán
8931;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sàxán nŭn kérén
8932;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sàxán nŭn ̀fírín
8933;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sàxán nŭn sàxán
8934;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sàxán nŭn náání
8935;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sàxán nŭn súlí
8936;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sàxán nŭn sénní
8937;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sàxán nŭn sólófèré
8938;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sàxán nŭn sólómásàxán
8939;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sàxán nŭn sólómánáání
8940;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó náání
8941;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó náání nŭn kérén
8942;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó náání nŭn ̀fírín
8943;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó náání nŭn sàxán
8944;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó náání nŭn náání
8945;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó náání nŭn súlí
8946;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó náání nŭn sénní
8947;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó náání nŭn sólófèré
8948;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó náání nŭn sólómásàxán
8949;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó náání nŭn sólómánáání
8950;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó súlí
8951;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó súlí nŭn kérén
8952;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó súlí nŭn ̀fírín
8953;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó súlí nŭn sàxán
8954;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó súlí nŭn náání
8955;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó súlí nŭn súlí
8956;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó súlí nŭn sénní
8957;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó súlí nŭn sólófèré
8958;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó súlí nŭn sólómásàxán
8959;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó súlí nŭn sólómánáání
8960;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sénní
8961;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sénní nŭn kérén
8962;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sénní nŭn ̀fírín
8963;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sénní nŭn sàxán
8964;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sénní nŭn náání
8965;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sénní nŭn súlí
8966;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sénní nŭn sénní
8967;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sénní nŭn sólófèré
8968;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sénní nŭn sólómásàxán
8969;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sénní nŭn sólómánáání
8970;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólófèré
8971;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólófèré nŭn kérén
8972;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólófèré nŭn ̀fírín
8973;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólófèré nŭn sàxán
8974;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólófèré nŭn náání
8975;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólófèré nŭn súlí
8976;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólófèré nŭn sénní
8977;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólófèré nŭn sólófèré
8978;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólófèré nŭn sólómásàxán
8979;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólófèré nŭn sólómánáání
8980;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómásàxán
8981;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómásàxán nŭn kérén
8982;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómásàxán nŭn ̀fírín
8983;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómásàxán nŭn sàxán
8984;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómásàxán nŭn náání
8985;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómásàxán nŭn súlí
8986;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómásàxán nŭn sénní
8987;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómásàxán nŭn sólófèré
8988;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómásàxán nŭn sólómásàxán
8989;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómásàxán nŭn sólómánáání
8990;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómánáání
8991;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómánáání nŭn kérén
8992;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómánáání nŭn ̀fírín
8993;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómánáání nŭn sàxán
8994;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómánáání nŭn náání
8995;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómánáání nŭn súlí
8996;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómánáání nŭn sénní
8997;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómánáání nŭn sólófèré
8998;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómánáání nŭn sólómásàxán
8999;wúlù sólómásàxán k̀ɛḿɛ sólómánáání tòngó sólómánáání nŭn sólómánáání
9000;wúlù sólómánáání
9001;wúlù sólómánáání kérén
9002;wúlù sólómánáání ̀fírín
9003;wúlù sólómánáání sàxán
9004;wúlù sólómánáání náání
9005;wúlù sólómánáání súlí
9006;wúlù sólómánáání sénní
9007;wúlù sólómánáání sólófèré
9008;wúlù sólómánáání sólómásàxán
9009;wúlù sólómánáání sólómánáání
9010;wúlù sólómánáání fuú
9011;wúlù sólómánáání fuú nŭn kérén
9012;wúlù sólómánáání fuú nŭn ̀fírín
9013;wúlù sólómánáání fuú nŭn sàxán
9014;wúlù sólómánáání fuú nŭn náání
9015;wúlù sólómánáání fuú nŭn súlí
9016;wúlù sólómánáání fuú nŭn sénní
9017;wúlù sólómánáání fuú nŭn sólófèré
9018;wúlù sólómánáání fuú nŭn sólómásàxán
9019;wúlù sólómánáání fuú nŭn sólómánáání
9020;wúlù sólómánáání m̀ɔx̀ɔǵɛŋ
9021;wúlù sólómánáání m̀ɔx̀ɔǵɛŋ nŭn kérén
9022;wúlù sólómánáání m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
9023;wúlù sólómánáání m̀ɔx̀ɔǵɛŋ nŭn sàxán
9024;wúlù sólómánáání m̀ɔx̀ɔǵɛŋ nŭn náání
9025;wúlù sólómánáání m̀ɔx̀ɔǵɛŋ nŭn súlí
9026;wúlù sólómánáání m̀ɔx̀ɔǵɛŋ nŭn sénní
9027;wúlù sólómánáání m̀ɔx̀ɔǵɛŋ nŭn sólófèré
9028;wúlù sólómánáání m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
9029;wúlù sólómánáání m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
9030;wúlù sólómánáání tòngó sàxán
9031;wúlù sólómánáání tòngó sàxán nŭn kérén
9032;wúlù sólómánáání tòngó sàxán nŭn ̀fírín
9033;wúlù sólómánáání tòngó sàxán nŭn sàxán
9034;wúlù sólómánáání tòngó sàxán nŭn náání
9035;wúlù sólómánáání tòngó sàxán nŭn súlí
9036;wúlù sólómánáání tòngó sàxán nŭn sénní
9037;wúlù sólómánáání tòngó sàxán nŭn sólófèré
9038;wúlù sólómánáání tòngó sàxán nŭn sólómásàxán
9039;wúlù sólómánáání tòngó sàxán nŭn sólómánáání
9040;wúlù sólómánáání tòngó náání
9041;wúlù sólómánáání tòngó náání nŭn kérén
9042;wúlù sólómánáání tòngó náání nŭn ̀fírín
9043;wúlù sólómánáání tòngó náání nŭn sàxán
9044;wúlù sólómánáání tòngó náání nŭn náání
9045;wúlù sólómánáání tòngó náání nŭn súlí
9046;wúlù sólómánáání tòngó náání nŭn sénní
9047;wúlù sólómánáání tòngó náání nŭn sólófèré
9048;wúlù sólómánáání tòngó náání nŭn sólómásàxán
9049;wúlù sólómánáání tòngó náání nŭn sólómánáání
9050;wúlù sólómánáání tòngó súlí
9051;wúlù sólómánáání tòngó súlí nŭn kérén
9052;wúlù sólómánáání tòngó súlí nŭn ̀fírín
9053;wúlù sólómánáání tòngó súlí nŭn sàxán
9054;wúlù sólómánáání tòngó súlí nŭn náání
9055;wúlù sólómánáání tòngó súlí nŭn súlí
9056;wúlù sólómánáání tòngó súlí nŭn sénní
9057;wúlù sólómánáání tòngó súlí nŭn sólófèré
9058;wúlù sólómánáání tòngó súlí nŭn sólómásàxán
9059;wúlù sólómánáání tòngó súlí nŭn sólómánáání
9060;wúlù sólómánáání tòngó sénní
9061;wúlù sólómánáání tòngó sénní nŭn kérén
9062;wúlù sólómánáání tòngó sénní nŭn ̀fírín
9063;wúlù sólómánáání tòngó sénní nŭn sàxán
9064;wúlù sólómánáání tòngó sénní nŭn náání
9065;wúlù sólómánáání tòngó sénní nŭn súlí
9066;wúlù sólómánáání tòngó sénní nŭn sénní
9067;wúlù sólómánáání tòngó sénní nŭn sólófèré
9068;wúlù sólómánáání tòngó sénní nŭn sólómásàxán
9069;wúlù sólómánáání tòngó sénní nŭn sólómánáání
9070;wúlù sólómánáání tòngó sólófèré
9071;wúlù sólómánáání tòngó sólófèré nŭn kérén
9072;wúlù sólómánáání tòngó sólófèré nŭn ̀fírín
9073;wúlù sólómánáání tòngó sólófèré nŭn sàxán
9074;wúlù sólómánáání tòngó sólófèré nŭn náání
9075;wúlù sólómánáání tòngó sólófèré nŭn súlí
9076;wúlù sólómánáání tòngó sólófèré nŭn sénní
9077;wúlù sólómánáání tòngó sólófèré nŭn sólófèré
9078;wúlù sólómánáání tòngó sólófèré nŭn sólómásàxán
9079;wúlù sólómánáání tòngó sólófèré nŭn sólómánáání
9080;wúlù sólómánáání tòngó sólómásàxán
9081;wúlù sólómánáání tòngó sólómásàxán nŭn kérén
9082;wúlù sólómánáání tòngó sólómásàxán nŭn ̀fírín
9083;wúlù sólómánáání tòngó sólómásàxán nŭn sàxán
9084;wúlù sólómánáání tòngó sólómásàxán nŭn náání
9085;wúlù sólómánáání tòngó sólómásàxán nŭn súlí
9086;wúlù sólómánáání tòngó sólómásàxán nŭn sénní
9087;wúlù sólómánáání tòngó sólómásàxán nŭn sólófèré
9088;wúlù sólómánáání tòngó sólómásàxán nŭn sólómásàxán
9089;wúlù sólómánáání tòngó sólómásàxán nŭn sólómánáání
9090;wúlù sólómánáání tòngó sólómánáání
9091;wúlù sólómánáání tòngó sólómánáání nŭn kérén
9092;wúlù sólómánáání tòngó sólómánáání nŭn ̀fírín
9093;wúlù sólómánáání tòngó sólómánáání nŭn sàxán
9094;wúlù sólómánáání tòngó sólómánáání nŭn náání
9095;wúlù sólómánáání tòngó sólómánáání nŭn súlí
9096;wúlù sólómánáání tòngó sólómánáání nŭn sénní
9097;wúlù sólómánáání tòngó sólómánáání nŭn sólófèré
9098;wúlù sólómánáání tòngó sólómánáání nŭn sólómásàxán
9099;wúlù sólómánáání tòngó sólómánáání nŭn sólómánáání
9100;wúlù sólómánáání k̀ɛḿɛ
9101;Erreur
9102;wúlù sólómánáání k̀ɛḿɛ ̀fírín
9103;wúlù sólómánáání k̀ɛḿɛ sàxán
9104;wúlù sólómánáání k̀ɛḿɛ náání
9105;wúlù sólómánáání k̀ɛḿɛ súlí
9106;wúlù sólómánáání k̀ɛḿɛ sénní
9107;wúlù sólómánáání k̀ɛḿɛ sólófèré
9108;wúlù sólómánáání k̀ɛḿɛ sólómásàxán
9109;wúlù sólómánáání k̀ɛḿɛ sólómánáání
9110;wúlù sólómánáání k̀ɛḿɛ fuú
9111;wúlù sólómánáání k̀ɛḿɛ fuú nŭn kérén
9112;wúlù sólómánáání k̀ɛḿɛ fuú nŭn ̀fírín
9113;wúlù sólómánáání k̀ɛḿɛ fuú nŭn sàxán
9114;wúlù sólómánáání k̀ɛḿɛ fuú nŭn náání
9115;wúlù sólómánáání k̀ɛḿɛ fuú nŭn súlí
9116;wúlù sólómánáání k̀ɛḿɛ fuú nŭn sénní
9117;wúlù sólómánáání k̀ɛḿɛ fuú nŭn sólófèré
9118;wúlù sólómánáání k̀ɛḿɛ fuú nŭn sólómásàxán
9119;wúlù sólómánáání k̀ɛḿɛ fuú nŭn sólómánáání
9120;wúlù sólómánáání k̀ɛḿɛ m̀ɔx̀ɔǵɛŋ
9121;wúlù sólómánáání k̀ɛḿɛ m̀ɔx̀ɔǵɛŋ nŭn kérén
9122;wúlù sólómánáání k̀ɛḿɛ m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
9123;wúlù sólómánáání k̀ɛḿɛ m̀ɔx̀ɔǵɛŋ nŭn sàxán
9124;wúlù sólómánáání k̀ɛḿɛ m̀ɔx̀ɔǵɛŋ nŭn náání
9125;wúlù sólómánáání k̀ɛḿɛ m̀ɔx̀ɔǵɛŋ nŭn súlí
9126;wúlù sólómánáání k̀ɛḿɛ m̀ɔx̀ɔǵɛŋ nŭn sénní
9127;wúlù sólómánáání k̀ɛḿɛ m̀ɔx̀ɔǵɛŋ nŭn sólófèré
9128;wúlù sólómánáání k̀ɛḿɛ m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
9129;wúlù sólómánáání k̀ɛḿɛ m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
9130;wúlù sólómánáání k̀ɛḿɛ tòngó sàxán
9131;wúlù sólómánáání k̀ɛḿɛ tòngó sàxán nŭn kérén
9132;wúlù sólómánáání k̀ɛḿɛ tòngó sàxán nŭn ̀fírín
9133;wúlù sólómánáání k̀ɛḿɛ tòngó sàxán nŭn sàxán
9134;wúlù sólómánáání k̀ɛḿɛ tòngó sàxán nŭn náání
9135;wúlù sólómánáání k̀ɛḿɛ tòngó sàxán nŭn súlí
9136;wúlù sólómánáání k̀ɛḿɛ tòngó sàxán nŭn sénní
